CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
152,255,0,0,0,0,0,0,0,0,0,0
255,255,0,1,0,0,0,0,41,0,0,0
255,255,255,255,255,0,255,0,255,12,255,0
255,14,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,10,255,255,255
0,0,0,0,0,255,0,255,0,13,4,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
138,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,13,0,0,0
255,255,255,255,255,33,255,0,255,63,255,0
255,54,255,255,255,255,255,255,255,255,255,102
0,0,255,255,255,255,94,255,1,255,255,255
