CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,0,0,0,0,0,0,0,0,0
255,255,46,191,0,0,0,0,255,0,0,0
255,255,255,255,255,255,255,0,255,255,255,1
3,0,255,255,255,255,255,255,255,255,255,255
0,0,198,255,255,255,255,255,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,43
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,51,66,5,0,1,0,255,0,161,0
255,255,255,255,255,255,255,66,255,255,255,255
11,0,255,255,255,255,255,255,255,255,255,255
0,0,146,255,255,255,250,255,0,255,27,255
0,0,0,0,0,255,0,255,0,0,0,255
0,0,0,0,0,0,0,0,0,0,0,0
