CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,0,0,0,0,0,0,0,0,0
255,255,45,221,2,0,1,0,255,0,5,0
255,255,255,255,255,255,255,1,255,255,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,195,255,255,255,255,255,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,42,76,5,0,1,0,255,0,159,0
255,255,255,255,255,255,255,47,255,255,255,248
18,0,255,255,255,255,255,255,255,255,255,255
0,0,159,255,255,255,255,255,0,255,13,255
0,0,0,0,0,255,0,255,0,0,0,255
0,0,0,0,0,0,0,0,0,0,0,0
