CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,0,0,0,0,0,0,0,0,0
255,255,35,214,1,0,0,0,255,0,0,0
255,255,255,255,255,255,255,0,255,255,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,187,255,255,255,255,255,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,24,44,1,0,0,0,255,0,126,0
255,255,255,255,255,255,255,41,255,255,255,226
9,0,255,255,255,255,255,255,255,255,255,255
0,0,178,255,255,255,255,255,0,255,30,255
0,0,0,1,0,255,0,255,0,0,0,255
0,0,0,0,0,0,0,0,0,0,0,0
