06-13-23 12:40:44 - Voltage 1.2 - INFO   Power: On, Voltage: 1.0807 V, Current: 0.3017 A
06-13-23 12:43:57 - Voltage 1.2 - INFO   Current = 0.3493
06-13-23 12:44:10 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:44:23 - Voltage 1.2 - INFO   Current = 0.3494
06-13-23 12:44:36 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:44:49 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:45:03 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:45:16 - Voltage 1.2 - INFO   Current = 0.3494
06-13-23 12:45:29 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:45:42 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:45:55 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:46:09 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:46:22 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:46:35 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:46:48 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:47:01 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:47:15 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:47:28 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:47:41 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:47:54 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:48:07 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:48:21 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:48:34 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:48:47 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:49:00 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:49:13 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:49:27 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:49:40 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:49:53 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:50:06 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:50:19 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:50:33 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:50:46 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:50:59 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:51:12 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:51:25 - Voltage 1.2 - INFO   Current = 0.3500
06-13-23 12:51:39 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:51:52 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:52:05 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:52:18 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:52:31 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:52:45 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:52:58 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:53:11 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:53:24 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:53:37 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:53:51 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:54:04 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:54:17 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:54:30 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:54:43 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:54:57 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:55:10 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:55:23 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:55:36 - Voltage 1.2 - INFO   Current = 0.3494
06-13-23 12:55:49 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:56:03 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:56:16 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:56:29 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:56:42 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:56:56 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:57:09 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:57:22 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:57:35 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 12:57:48 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:58:02 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:58:15 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:58:28 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:58:41 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:58:54 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:59:08 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:59:21 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 12:59:34 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 12:59:47 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 13:00:00 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 13:00:14 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 13:00:27 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 13:00:40 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 13:00:53 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 13:01:06 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 13:01:20 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 13:01:33 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 13:01:46 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 13:01:59 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 13:02:12 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 13:02:26 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 13:02:39 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 13:02:52 - Voltage 1.2 - INFO   Current = 0.3496
06-13-23 13:03:05 - Voltage 1.2 - INFO   Current = 0.3494
06-13-23 13:03:18 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 13:03:32 - Voltage 1.2 - INFO   Current = 0.3495
06-13-23 13:03:45 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 13:03:58 - Voltage 1.2 - INFO   Current = 0.3497
06-13-23 13:04:11 - Voltage 1.2 - INFO   Current = 0.3495
