CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
82,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,9,0,0,0
255,255,255,255,255,1,255,0,255,4,255,0
255,255,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,116,255,255,255
0,0,0,1,0,255,0,255,0,255,110,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
81,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,255,255,255,8,255,0,255,12,255,0
255,255,255,255,255,255,255,57,255,255,255,12
0,0,255,255,255,255,255,255,6,255,255,255
