CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
84,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,12,0,0,0
255,255,255,255,255,0,255,0,255,1,255,0
255,255,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,118,255,255,255
0,0,0,18,0,255,1,255,0,255,144,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
93,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,1,0,0,0
255,255,255,255,255,9,255,0,255,13,255,0
255,255,255,255,255,255,255,48,255,255,255,4
0,0,255,255,255,255,255,255,9,255,255,255
