CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
83,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,9,0,0,0
255,255,255,255,255,2,255,0,255,2,255,0
255,255,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,151,255,255,255
0,0,0,8,0,255,0,255,0,255,143,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
61,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,255,255,255,8,255,0,255,9,255,0
255,255,255,255,255,255,255,71,255,255,255,8
0,0,255,255,255,255,255,255,10,255,255,255
