CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
77,255,0,0,0,0,0,0,0,0,0,0
255,255,0,1,0,0,0,0,2,0,0,0
255,255,255,255,255,0,255,0,255,2,255,0
255,255,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,199,255,255,255
0,0,0,12,0,255,0,255,0,255,254,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
43,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,255,255,255,3,255,0,255,4,255,0
255,255,255,255,255,255,255,48,255,255,255,8
0,0,255,255,255,255,255,255,15,255,255,255
