CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,11,255,255,255,255,255,255,255,255,255,255
4,0,42,255,176,255,255,255,2,255,252,255
0,0,0,0,0,21,2,19,0,4,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
82,255,9,1,0,0,0,0,2,0,0,0
255,255,255,255,255,12,255,0,255,255,255,244
255,255,255,255,255,255,255,255,255,255,255,255
255,2,255,255,255,255,255,255,255,255,255,255
12,0,28,255,10,255,255,255,7,255,90,255
0,0,0,0,0,13,0,87,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
187,255,89,29,255,0,0,0,61,0,5,0
255,255,255,255,255,255,255,0,255,255,255,255
