CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,4,255,255,255,255,255,255,255,255,255,255
7,0,42,255,169,255,255,255,5,255,250,255
0,0,0,0,0,21,3,20,0,4,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
112,255,17,0,0,0,0,0,9,0,0,0
255,255,255,255,255,7,255,0,255,255,255,211
255,255,255,255,255,255,255,255,255,255,255,255
255,2,255,255,255,255,255,255,255,255,255,255
12,0,35,255,8,255,255,255,5,255,104,255
0,0,0,0,0,5,0,78,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
153,255,46,8,231,0,0,0,21,0,0,0
255,255,255,255,255,255,255,1,255,255,255,255
