CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,3,255,255,255,255,255,255,255,255,255,255
8,0,49,255,189,255,255,255,4,255,255,255
0,0,0,0,0,23,5,22,0,7,0,11
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
94,255,13,5,5,0,0,0,13,0,0,0
255,255,255,255,255,8,255,0,255,255,255,207
255,255,255,255,255,255,255,255,255,255,255,255
255,1,255,255,255,255,255,255,255,255,255,255
9,0,20,255,6,255,255,255,5,255,62,255
0,0,0,0,0,10,0,80,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4,255,1,0,2,0,0,0,1,0,0,0
188,255,74,27,255,0,0,0,43,0,7,0
255,255,255,255,255,255,255,0,255,255,255,255
