CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,5,255,255,255,255,255,255,255,255,255,255
6,0,57,255,234,255,255,255,7,255,255,255
0,0,0,0,0,31,2,26,0,4,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
96,255,19,1,1,0,0,0,7,0,0,0
255,255,255,255,255,13,255,0,255,255,255,175
255,255,255,255,255,255,255,255,255,255,255,255
255,2,255,255,255,255,255,255,255,255,255,255
9,0,23,255,10,255,255,255,9,255,79,255
0,0,0,0,0,4,0,83,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
170,255,64,14,255,0,0,0,28,0,0,0
255,255,255,255,255,255,255,0,255,255,255,255
