CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,8,255,255,255,255,255,255,255,255,255,255
10,0,47,255,163,255,255,255,2,255,222,255
0,0,0,0,0,22,2,21,0,4,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
71,255,4,0,0,0,0,0,3,0,0,0
255,255,255,255,255,12,255,1,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,2,255,255,255,255,255,255,255,255,255,255
8,0,23,255,6,255,255,255,2,255,59,255
0,0,0,0,0,2,0,65,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
197,255,62,23,255,0,0,0,39,0,2,0
255,255,255,255,255,255,255,0,255,255,255,255
