CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,12,255,255,255,255,255,255,255,255,255,255
12,0,64,255,255,255,255,255,2,255,255,255
0,0,0,2,1,19,2,22,0,5,2,6
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
102,255,24,3,5,0,0,0,15,0,0,0
255,255,255,255,255,15,255,0,255,255,255,251
255,255,255,255,255,255,255,255,255,255,255,255
255,1,255,255,255,255,255,255,255,255,255,255
13,0,27,255,9,255,255,255,11,255,85,255
0,0,0,0,0,4,0,69,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
155,255,52,13,231,0,0,0,28,0,0,0
255,255,255,255,255,255,255,0,255,255,255,255
