CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,11,255,255,255,255,255,255,255,255,255,255
7,0,30,255,154,255,255,255,4,255,214,255
0,0,0,0,0,43,2,40,0,4,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
101,255,13,4,4,0,0,0,8,0,0,0
255,255,255,255,255,17,255,0,255,255,255,236
255,255,255,255,255,255,255,255,255,255,255,255
255,1,255,255,255,255,255,255,255,255,255,255
11,0,28,255,6,255,255,255,2,255,61,255
0,0,0,0,0,7,0,70,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
215,255,78,25,255,0,0,0,35,0,1,0
255,255,255,255,255,255,255,2,255,255,255,255
