CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,10,255,255,255,255,255,255,255,255,255,255
14,0,79,255,255,255,255,255,5,255,255,255
0,0,0,0,0,37,1,26,0,2,0,14
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
90,255,10,0,0,0,0,0,8,0,0,0
255,255,255,255,255,5,255,0,255,255,255,229
255,255,255,255,255,255,255,255,255,255,255,255
255,5,255,255,255,255,255,255,255,255,255,255
13,0,40,255,9,255,255,255,8,255,89,255
0,0,0,0,0,3,0,72,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
149,255,53,9,237,0,0,0,30,0,3,0
255,255,255,255,255,255,255,0,255,255,255,255
