CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,13,255,255,255,255,255,255,255,255,255,255
10,0,51,255,197,255,255,255,3,255,255,255
0,0,0,0,0,30,1,25,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
88,255,9,0,1,0,0,0,12,0,0,0
255,255,255,255,255,3,255,0,255,255,255,172
255,255,255,255,255,255,255,255,255,255,255,255
255,7,255,255,255,255,255,255,255,255,255,255
10,0,26,255,5,255,255,255,3,255,72,255
0,0,0,0,0,7,0,118,0,1,0,2
0,0,0,0,0,0,0,1,0,0,0,0
0,255,0,0,0,0,0,0,0,0,0,0
192,255,80,34,255,0,0,0,52,0,6,0
255,255,255,255,255,255,255,0,255,255,255,255
