CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,16,255,28,0,30,0,255,0,2,0
255,255,255,255,255,255,255,11,255,255,255,7
3,0,255,255,255,255,255,255,255,255,255,255
0,0,13,159,79,255,16,255,0,255,255,255
0,0,0,0,0,0,0,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
171,255,0,0,0,0,0,0,0,0,0,0
255,255,55,119,19,0,87,0,255,0,0,0
255,255,255,255,255,70,255,0,255,69,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,1,255,0,255,0,255,0,255,255,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
