CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
65,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,10,0,0,0
255,255,255,255,255,1,255,0,255,6,255,0
255,92,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,27,255,255,255
0,0,0,1,0,255,0,255,0,246,17,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
94,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,2,0,0,0
255,255,255,255,255,14,255,0,255,22,255,0
255,126,255,255,255,255,255,135,255,255,255,35
0,0,255,255,255,255,255,255,5,255,255,255
