CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,32,255,45,0,61,0,255,0,7,0
255,255,255,255,255,255,255,18,255,255,255,4
1,0,255,255,255,255,255,255,255,255,255,255
0,0,9,69,31,255,5,255,0,255,255,255
0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,121,219,56,0,195,0,255,0,0,0
255,255,255,255,255,121,255,0,255,119,255,1
0,0,255,255,255,255,255,255,255,255,255,255
0,0,3,255,0,255,0,255,0,255,255,255
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,0,0
