CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,0,0,0,0,0,0,0,0,0
255,255,35,198,0,0,0,0,255,0,1,0
255,255,255,255,255,255,255,0,255,255,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,210,255,255,255,255,255,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,130
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,38,77,0,0,0,0,255,0,138,0
255,255,255,255,255,255,255,62,255,255,255,178
14,1,255,255,255,255,255,255,255,255,255,255
0,0,158,255,255,255,255,255,0,255,68,255
0,0,0,0,0,255,0,255,0,0,0,255
0,0,0,0,0,0,0,0,0,0,0,0
