CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
59,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,35,0,0,0
255,255,255,255,255,3,255,0,255,8,255,0
255,51,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,25,255,255,255
0,0,0,0,0,255,0,255,0,232,17,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
97,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,3,0,0,0
255,255,255,255,255,25,255,0,255,43,255,0
255,131,255,255,255,255,255,173,255,255,255,51
0,0,255,255,255,255,255,255,3,255,255,255
