CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,10,255,11,0,22,0,255,0,2,0
255,255,255,255,255,255,255,7,255,255,255,3
2,0,255,255,255,255,255,255,255,255,255,255
0,0,11,152,84,255,13,255,0,255,255,255
0,0,0,0,0,0,0,7,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
217,255,0,0,0,0,0,0,0,0,0,0
255,255,67,135,26,0,111,0,255,0,0,0
255,255,255,255,255,80,255,0,255,78,255,0
2,0,255,255,255,255,255,255,255,255,255,255
0,0,2,255,0,255,0,255,0,255,255,255
0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
