CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,0,0,0,0,0,0,0,0,0
255,255,24,179,0,0,0,0,255,0,0,0
255,255,255,255,255,255,255,3,255,255,255,1
3,0,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,95
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,44,69,4,0,0,0,255,0,163,0
255,255,255,255,255,255,255,58,255,255,255,185
23,0,255,255,255,255,255,255,255,255,255,255
0,0,146,255,255,255,255,255,0,255,56,255
0,0,0,0,0,255,0,255,0,0,0,255
0,0,0,0,0,0,0,0,0,0,0,0
