CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
126,255,0,0,0,0,0,0,0,0,0,0
255,255,0,3,0,0,0,0,23,0,0,0
255,255,255,255,255,3,255,0,255,14,255,0
255,160,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,56,255,255,255
0,0,1,6,2,255,0,255,0,255,76,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
162,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,4,0,0,0
255,255,255,255,255,29,255,0,255,66,255,0
255,255,255,255,255,255,255,255,255,255,255,64
0,0,255,255,255,255,255,255,2,255,255,255
