CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
220,255,0,0,0,0,0,0,0,0,0,0
255,255,0,2,0,0,0,0,59,0,0,0
255,255,255,255,255,11,255,0,255,20,255,0
255,66,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,22,255,255,255
0,0,0,1,0,255,0,255,0,250,18,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
210,255,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,12,0,0,0
255,255,255,255,255,61,255,0,255,93,255,0
255,152,255,255,255,255,255,255,255,255,255,52
0,0,255,255,255,255,170,255,1,255,255,255
