CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,2,255,7,0,8,0,255,0,1,0
255,255,255,255,255,230,255,4,255,255,255,3
2,0,255,255,255,255,255,255,255,255,255,255
0,0,53,255,255,255,49,255,0,255,255,255
0,0,0,0,0,0,0,47,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
132,255,0,0,0,0,0,0,0,0,0,0
255,255,63,121,22,0,94,0,255,0,0,0
255,255,255,255,255,59,255,0,255,59,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,18,255,3,255,0,255,0,255,255,255
0,0,0,0,0,3,0,1,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
