CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,9,255,15,0,9,0,255,0,0,0
255,255,255,255,255,215,255,3,255,255,255,1
3,0,255,255,255,255,255,255,255,255,255,255
0,0,60,255,255,255,38,255,0,255,255,255
0,0,0,0,0,0,0,48,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
128,255,0,0,0,0,0,0,0,0,0,0
255,255,61,104,30,0,81,0,255,0,0,0
255,255,255,255,255,45,255,0,255,32,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,16,255,4,255,0,255,0,255,255,255
0,0,0,0,0,4,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
