CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,34,255,46,0,37,0,255,0,2,0
255,255,255,255,255,255,255,7,255,255,255,3
0,0,255,255,255,255,255,255,255,255,255,255
0,0,1,76,32,255,5,255,0,255,255,255
0,0,0,0,0,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,99,193,48,0,151,0,255,0,0,0
255,255,255,255,255,101,255,0,255,88,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,1,255,1,255,1,255,0,255,255,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0
