CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,18,255,33,0,38,0,255,0,0,0
255,255,255,255,255,255,255,11,255,255,255,3
0,0,255,255,255,255,255,255,255,255,255,255
0,0,7,67,45,255,4,255,0,255,255,255
0,0,0,0,0,0,0,12,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,101,196,38,0,143,0,255,0,0,0
255,255,255,255,255,131,255,0,255,125,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,6,255,0,255,0,255,0,255,255,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
