CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,28,255,35,0,42,0,255,0,7,0
255,255,255,255,255,255,255,10,255,255,255,7
0,0,255,255,255,255,255,255,255,255,255,255
0,0,10,85,58,255,4,255,0,255,255,255
0,0,0,0,0,0,0,10,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
238,255,0,0,0,0,0,0,0,0,0,0
255,255,76,153,25,0,119,0,255,0,0,0
255,255,255,255,255,118,255,0,255,113,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,3,255,0,255,0,255,0,255,255,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
