CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,7,255,10,0,11,0,255,0,0,0
255,255,255,255,255,190,255,1,255,255,255,0
9,0,255,255,255,255,255,255,255,255,255,255
0,0,79,255,255,255,51,255,0,255,255,255
0,0,0,0,0,0,0,49,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
146,255,0,0,0,0,0,0,0,0,0,0
255,255,45,107,12,0,74,0,255,0,0,0
255,255,255,255,255,50,255,0,255,32,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,13,255,0,255,1,255,0,255,255,255
0,0,0,0,0,3,0,4,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
