CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,5,238,6,0,9,0,255,0,0,0
255,255,255,255,255,197,255,2,255,255,255,0
11,0,255,255,255,255,255,255,255,255,255,255
0,0,76,255,255,255,62,255,0,255,255,255
0,0,0,0,0,2,0,54,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
73,255,0,0,0,0,0,0,0,0,0,0
255,255,32,88,19,0,49,0,255,0,0,0
255,255,255,255,255,55,255,0,255,43,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,9,255,0,255,1,255,0,255,255,255
0,0,0,0,0,5,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
