CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,3,198,9,0,4,0,255,0,0,0
255,255,255,255,255,204,255,0,255,255,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,81,255,255,255,43,255,0,255,255,255
0,0,0,0,0,0,0,73,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
123,255,0,0,0,0,0,0,0,0,0,0
255,255,37,81,14,0,71,0,255,0,0,0
255,255,255,255,255,67,255,0,255,28,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,16,255,3,255,0,255,0,255,255,255
0,0,0,0,0,3,0,5,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
