CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,2,255,6,0,13,0,255,0,0,0
255,255,255,255,255,192,255,1,255,255,255,0
5,0,255,255,255,255,255,255,255,255,255,255
0,0,76,255,255,255,54,255,0,255,255,255
0,0,0,0,0,0,0,70,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
112,255,0,0,0,0,0,0,0,0,0,0
255,255,32,89,9,0,61,0,255,0,0,0
255,255,255,255,255,65,255,0,255,47,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,16,255,2,255,0,255,0,255,255,255
0,0,0,0,0,2,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
