CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,5,255,5,0,13,0,255,0,0,0
255,255,255,255,255,208,255,0,255,255,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,105,255,255,255,52,255,0,255,255,255
0,0,0,0,0,0,0,72,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
137,255,0,0,0,0,0,0,0,0,0,0
255,255,30,69,9,0,48,0,255,0,0,0
255,255,255,255,255,37,255,0,255,38,255,0
2,1,255,255,255,255,255,255,255,255,255,255
0,0,23,255,3,255,2,255,0,255,255,255
0,0,0,0,0,4,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
