CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,12,255,11,0,7,0,255,0,0,0
255,255,255,255,255,200,255,1,255,255,255,0
4,0,255,255,255,255,255,255,255,255,255,255
0,0,84,255,255,255,69,255,0,255,255,255
0,0,0,0,0,0,0,76,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
102,255,0,0,0,0,0,0,0,0,0,0
255,255,70,142,30,0,93,0,255,0,0,0
255,255,255,255,255,45,255,0,255,35,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,23,255,6,255,3,255,0,255,255,255
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
