CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,246,6,0,6,0,255,0,1,0
255,255,255,255,255,173,255,1,255,255,255,0
11,0,255,255,255,255,255,255,255,255,255,255
0,0,79,255,255,255,70,255,0,255,255,255
0,0,0,0,0,0,0,72,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
107,255,0,0,0,0,0,0,0,0,0,0
255,255,23,52,9,0,48,0,255,0,0,0
255,255,255,255,255,29,255,0,255,28,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,31,255,10,255,3,255,0,255,255,255
0,0,0,0,0,4,0,6,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
