CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,5,255,19,0,6,0,255,0,0,0
255,255,255,255,255,187,255,2,255,255,255,0
5,0,255,255,255,255,255,255,255,255,255,255
0,0,63,255,255,255,36,255,0,255,255,255
0,0,0,0,0,0,0,62,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
127,255,0,0,0,0,0,0,0,0,0,0
255,255,46,107,16,0,49,0,255,0,0,0
255,255,255,255,255,56,255,0,255,37,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,20,255,6,255,4,255,0,255,255,255
0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0
