CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,4,181,4,0,4,0,255,0,0,0
255,255,255,255,255,212,255,0,255,255,255,0
6,0,255,255,255,255,255,255,255,255,255,255
0,0,97,255,255,255,73,255,0,255,255,255
0,0,0,0,0,0,0,51,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
79,255,0,0,0,0,0,0,0,0,0,0
255,255,22,70,9,0,48,0,255,0,0,0
255,255,255,255,255,39,255,0,255,45,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,17,255,3,255,2,255,1,255,255,255
0,0,0,0,0,3,0,5,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
