CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,9,255,12,0,11,0,255,0,1,0
255,255,255,255,255,168,255,2,255,255,255,1
3,0,255,255,255,255,255,255,255,255,255,255
0,0,93,255,255,255,65,255,0,255,255,255
0,0,0,0,0,1,0,72,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
100,255,0,0,0,0,0,0,0,0,0,0
255,255,34,93,18,0,58,0,255,0,0,0
255,255,255,255,255,37,255,0,255,36,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,23,255,3,255,1,255,0,255,255,255
0,0,0,0,0,8,0,7,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
