CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,7,252,7,0,11,0,255,0,0,0
255,255,255,255,255,214,255,2,255,255,255,1
2,0,255,255,255,255,255,255,255,255,255,255
0,0,79,255,255,255,52,255,0,255,255,255
0,0,0,0,0,0,0,67,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
154,255,0,0,0,0,0,0,0,0,0,0
255,255,26,78,4,0,45,0,255,0,0,0
255,255,255,255,255,34,255,0,255,20,255,0
2,0,255,255,255,255,255,255,255,255,255,255
0,0,21,255,2,255,0,255,0,255,255,255
0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
