CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,2,253,4,0,7,0,255,0,0,0
255,255,255,255,255,181,255,0,255,255,255,0
8,0,255,255,255,255,255,255,255,255,255,255
0,0,62,255,255,255,70,255,1,255,255,255
0,0,0,0,0,2,0,73,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
127,255,0,0,0,0,0,0,0,0,0,0
255,255,31,81,15,0,71,0,255,0,0,0
255,255,255,255,255,47,255,0,255,35,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,28,255,5,255,1,255,0,255,255,255
0,0,0,0,0,4,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
