CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,7,243,15,0,7,0,255,0,0,0
255,255,255,255,255,211,255,2,255,255,255,1
6,0,255,255,255,255,255,255,255,255,255,255
0,0,72,255,255,255,41,255,0,255,255,255
0,0,0,0,0,0,0,60,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
70,255,0,0,0,0,0,0,0,0,0,0
255,255,33,90,11,0,58,0,255,0,0,0
255,255,255,255,255,31,255,0,255,39,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,10,255,1,255,2,255,1,255,255,255
0,0,0,0,0,2,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0
