CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,235,8,0,7,0,255,0,0,0
255,255,255,255,255,223,255,6,255,255,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,43,255,255,255,39,255,0,255,255,255
0,0,0,0,0,0,0,54,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
131,255,0,0,0,0,0,0,0,0,0,0
255,255,55,120,29,0,78,0,255,0,1,0
255,255,255,255,255,58,255,0,255,43,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,18,255,5,255,4,255,0,255,255,255
0,0,0,0,0,2,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
