CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,4,251,10,0,6,0,255,0,0,0
255,255,255,255,255,239,255,0,255,255,255,0
5,0,255,255,255,255,255,255,255,255,255,255
0,0,79,255,255,255,49,255,0,255,255,255
0,0,0,0,0,0,0,51,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
127,255,0,0,0,0,0,0,0,0,0,0
255,255,21,76,6,0,45,0,255,0,0,0
255,255,255,255,255,62,255,0,255,49,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,15,255,2,255,0,255,1,255,255,255
0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
