CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,22,255,27,0,12,0,255,0,1,0
255,255,255,255,255,171,255,1,255,255,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,94,255,255,255,54,255,0,255,255,255
0,0,0,0,0,1,0,70,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
106,255,0,0,0,0,0,0,0,0,0,0
255,255,41,85,9,0,47,0,255,0,0,0
255,255,255,255,255,58,255,0,255,38,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,16,255,1,255,0,255,0,255,255,255
0,0,0,0,0,3,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
