CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,11,255,16,0,3,0,255,0,1,0
255,255,255,255,255,162,255,1,255,255,255,0
4,0,255,255,255,255,255,255,255,255,255,255
0,0,62,255,255,255,43,255,0,255,255,255
0,0,0,0,0,1,0,51,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
126,255,0,0,0,0,0,0,0,0,0,0
255,255,34,72,17,0,60,0,255,0,0,0
255,255,255,255,255,58,255,0,255,31,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,18,255,2,255,2,255,0,255,255,255
0,0,0,0,0,1,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
