CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,248,10,0,9,0,255,0,0,0
255,255,255,255,255,195,255,2,255,255,255,2
3,0,255,255,255,255,255,255,255,255,255,255
0,0,73,255,255,255,45,255,0,255,255,255
0,0,0,0,0,1,0,63,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
120,255,0,0,0,0,0,0,0,0,0,0
255,255,33,91,10,0,62,0,255,0,0,0
255,255,255,255,255,65,255,0,255,41,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,23,255,7,255,1,255,1,255,255,255
0,0,0,0,0,1,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
