CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,12,255,13,0,11,0,255,0,0,0
255,255,255,255,255,187,255,1,255,255,255,0
6,1,255,255,255,255,255,255,255,255,255,255
0,0,58,255,255,255,38,255,0,255,255,255
0,0,0,0,0,0,0,52,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
137,255,0,0,0,0,0,0,0,0,0,0
255,255,28,101,14,0,59,0,255,0,0,0
255,255,255,255,255,32,255,0,255,26,255,0
2,0,255,255,255,255,255,255,255,255,255,255
0,0,17,255,3,255,3,255,0,255,255,255
0,0,0,0,0,4,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
