CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,3,194,7,0,8,0,255,0,1,0
255,255,255,255,255,184,255,0,255,255,255,0
5,0,255,255,255,255,255,255,255,255,255,255
0,0,92,255,255,255,54,255,0,255,255,255
0,0,0,0,0,2,0,55,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
89,255,0,0,0,0,0,0,0,0,0,0
255,255,32,109,15,0,48,0,255,0,0,0
255,255,255,255,255,54,255,0,255,48,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,16,255,3,255,0,255,0,255,255,255
0,0,0,0,0,5,0,5,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
