CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,4,239,10,0,6,0,255,0,0,0
255,255,255,255,255,187,255,1,255,255,255,0
6,0,255,255,255,255,255,255,255,255,255,255
0,0,83,255,255,255,72,255,0,255,255,255
0,0,0,0,0,1,0,97,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
70,255,0,0,0,0,0,0,0,0,0,0
255,255,26,63,7,0,33,0,255,0,0,0
255,255,255,255,255,53,255,0,255,32,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,29,255,5,255,0,255,0,255,255,255
0,0,0,0,0,5,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
