CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,0,0,0,0,0,0,0,0,0
255,255,33,185,0,0,1,0,255,0,0,0
255,255,255,255,255,255,255,4,255,255,255,2
2,0,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,117
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,44,70,7,0,4,0,255,0,127,0
255,255,255,255,255,255,255,52,255,255,255,166
27,1,255,255,255,255,255,255,255,255,255,255
0,0,182,255,255,255,255,255,0,255,98,255
0,0,0,0,0,255,0,255,0,1,0,255
0,0,0,0,0,0,0,0,0,0,0,0
