CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,11,214,7,0,7,0,255,0,0,0
255,255,255,255,255,203,255,1,255,255,255,1
11,0,255,255,255,255,255,255,255,255,255,255
0,0,89,255,255,255,50,255,0,255,255,255
0,0,0,0,0,0,0,53,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
102,255,0,0,0,0,0,0,0,0,0,0
255,255,43,112,20,0,83,0,255,0,0,0
255,255,255,255,255,47,255,0,255,41,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,22,255,5,255,4,255,2,255,255,255
0,0,0,0,0,2,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
