CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,193,8,0,13,0,255,0,0,0
255,255,255,255,255,138,255,1,255,255,255,0
10,0,255,255,255,255,255,255,255,255,255,255
0,0,128,255,255,255,98,255,0,255,255,255
0,0,0,0,0,1,0,106,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
76,255,0,0,0,0,0,0,0,0,0,0
255,255,32,84,21,0,56,0,255,0,0,0
255,255,255,255,255,57,255,0,255,27,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,43,255,14,255,3,255,1,255,255,255
0,0,0,0,0,4,0,5,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
