CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,245,10,0,12,0,255,0,0,0
255,255,255,255,255,195,255,1,255,255,255,1
1,0,255,255,255,255,255,255,255,255,255,255
0,0,82,255,255,255,58,255,0,255,255,255
0,0,0,0,0,0,0,61,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
129,255,0,0,0,0,0,0,0,0,0,0
255,255,42,94,20,0,62,0,255,0,0,0
255,255,255,255,255,38,255,0,255,33,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,34,255,6,255,2,255,0,255,255,255
0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
