CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,3,188,8,0,10,0,255,0,0,0
255,255,255,255,255,192,255,2,255,255,255,2
8,0,255,255,255,255,255,255,255,255,255,255
0,0,77,255,255,255,62,255,0,255,255,255
0,0,0,0,0,0,0,73,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
93,255,0,0,0,0,0,0,0,0,0,0
255,255,37,99,19,0,60,0,255,0,0,0
255,255,255,255,255,44,255,1,255,33,255,1
0,0,255,255,255,255,255,255,255,255,255,255
0,0,14,255,0,255,0,255,0,255,255,255
0,0,0,0,0,2,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
