CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,10,200,12,0,6,0,255,0,0,0
255,255,255,255,255,186,255,7,255,255,255,0
8,0,255,255,255,255,255,255,255,255,255,255
0,0,89,255,255,255,77,255,0,255,255,255
0,0,0,0,0,0,0,77,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
114,255,0,0,0,0,0,0,0,0,0,0
255,255,22,76,8,0,46,0,255,0,0,0
255,255,255,255,255,68,255,0,255,52,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,44,255,9,255,7,255,0,255,255,255
0,0,0,0,0,5,0,3,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
