CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,12,186,13,0,11,0,255,0,1,0
255,255,255,255,255,166,255,6,255,255,255,1
3,0,255,255,255,255,255,255,255,255,255,255
0,0,142,255,255,255,108,255,0,255,255,255
0,0,0,0,0,0,0,131,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
96,255,0,0,0,0,0,0,0,0,0,0
255,255,29,79,12,0,57,0,255,0,0,0
255,255,255,255,255,45,255,0,255,24,255,0
2,0,255,255,255,255,255,255,255,255,255,255
0,0,38,255,1,255,2,255,1,255,255,255
0,0,0,0,0,8,0,7,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
