CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,4,231,10,0,6,0,255,0,0,0
255,255,255,255,255,202,255,1,255,255,255,0
7,0,255,255,255,255,255,255,255,255,255,255
0,0,138,255,255,255,80,255,0,255,255,255
0,0,0,0,0,0,0,128,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
86,255,0,0,0,0,0,0,0,0,0,0
255,255,23,66,9,0,49,0,255,0,0,0
255,255,255,255,255,52,255,0,255,36,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,42,255,6,255,0,255,0,255,255,255
0,0,0,0,0,6,0,6,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
