CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,10,255,16,0,12,0,255,0,0,0
255,255,255,255,255,211,255,3,255,255,255,0
6,0,255,255,255,255,255,255,255,255,255,255
0,0,138,255,255,255,69,255,0,255,255,255
0,0,0,0,0,0,0,68,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
96,255,0,0,0,0,0,0,0,0,0,0
255,255,38,96,12,0,36,0,255,0,0,0
255,255,255,255,255,38,255,0,255,25,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,20,255,3,255,0,255,0,255,255,255
0,0,0,0,0,5,0,6,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
