CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,4,207,7,0,8,0,255,0,1,0
255,255,255,255,255,168,255,3,255,255,255,1
12,0,255,255,255,255,255,255,255,255,255,255
0,0,128,255,255,255,72,255,0,255,255,255
0,0,0,0,0,0,0,114,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
67,255,0,0,0,0,0,0,0,0,0,0
255,255,34,86,13,0,64,0,255,0,0,0
255,255,255,255,255,73,255,0,255,42,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,40,255,10,255,4,255,1,255,255,255
0,0,0,0,0,2,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
