CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,225,7,0,8,0,255,0,0,0
255,255,255,255,255,186,255,0,255,255,255,0
9,0,255,255,255,255,255,255,255,255,255,255
0,0,132,255,255,255,74,255,1,255,255,255
0,0,0,0,0,0,0,133,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
87,255,0,0,0,0,0,0,0,0,0,0
255,255,27,67,19,0,56,0,255,0,0,0
255,255,255,255,255,33,255,0,255,28,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,49,255,12,255,1,255,1,255,255,255
0,0,0,0,0,8,0,6,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
